word,freq,english_word
思维,4,thinking
情感,4,emotion
行者,4,Walkman
首届,4,First time
全民,4,Whole people
有声,4,Sound
玩偶,4,doll
番茄,4,tomato
孩子,4,child
手机,4,cell phone
最美,4,Most beautiful
春天,4,spring
新书,4,new book
古代,3,Ancient
最大,3,maximum
祭祀,3,Sacrifice
充分,3,full
使命,3,mission
社会,3,society
夏至,3,Summer solstice
风格,3,style
ip,3,IP
古建,3,Ancient construction
搭建,3,Build
目标,3,Target
开发,3,Develop
活力,3,vitality
孵化,3,incubation
多方,3,Multi -party
举行,3,Hold
布局,3,layout
三种,3,Three types
元素,3,element
定义,3,definition
凸显,3,Prominent
意义,3,significance
优化,3,optimization
中秋,3,Mid -Autumn Festival
对应,3,correspond
发挥,3,Exert
连接,3,connect
作用,3,effect
新声,3,New voice
设立,3,set up
挖掘,3,Excavate
底蕴,3,Heritage
正式,3,formal
给出,3,Give
一次,3,once
完美,3,Perfect
音质,3,Sound quality
控制,3,control
真人,3,Real person
质量,3,quality
特征,3,feature
依赖,3,rely
具有,3,have
现代,3,modern
负责人,3,principal
演出,3,show
提高,3,improve
氛围,3,Atmosphere
论坛,3,forum
科博会,3,Science
开幕,3,Open
裸眼,3,Naked eye
国有,3,State -owned
成功,3,success
举办,3,hold
创造,3,create
四个,3,Four
集中,3,concentrated
畅想,3,Imagine
扫描,3,scanning
媒体,3,media
文物,3,Cultural relics
屏幕,3,Screen
集团,3,group
艺术家,3,artist
知识,3,Knowledge
本次,3,this time
看到,3,See
魔力,3,magic
这种,3,This
投影,3,projection
一起,3,Together
工程师,3,engineer
属于,3,belong
高清,3,HD
广泛,3,widely
自主,3,Autonomous
玩法,3,Gameplay
影谱,3,Score
脑机,3,Brain
虚拟现实,3,Virtual Reality
流畅,3,Smooth
使用,3,use
儿童,3,child
不能,3,cannot
多媒体,3,multimedia
成果,3,Achievement
形式,3,form
市场,3,market
指导,3,guide
需求,3,need
视听,3,Audiovisual
潮流,3,trend
四川大学,3,Sichuan University
软件,3,software
计算,3,calculate
实验室,3,laboratory
风景,3,landscape
时间,3,time
精品,3,Boutique
力作,3,Masterpiece
大学,3,University
绘画,3,painting
诗词,3,Poetry
正在,3,In
广大,3,Vast
机构,3,mechanism
一批,3,In a batch
电影,3,Movie
首批,3,First batch
产业基地,3,Industry Base
基金,3,fund
贷款,3,loan
负责,3,Responsible
音乐会,3,concert
代替,3,replace
超强,3,Superb strong
微软,3,Microsoft
更大,3,Larger
海量,3,Massive
基本,3,Basic
作业,3,Operation
达到,3,achieve
接受,3,accept
系主任,3,Department director
普通,3,ordinary
修改,3,Revise
曲子,3,song
流行歌曲,3,Popular song
中间线,3,Intermediate line
广告,3,advertise
认为,3,think
实际上,3,In fact
巨大,3,huge
曲谱,3,Score
第十,3,tenth
中央音乐学院,3,Central Conservatory of Music
东西,3,thing
演奏家,3,Performer
感受,3,Feel
事情,3,matter
非常,3,Very
年月日,3,year month day
线条,3,line
力量,3,strength
近年来,3,In recent years
杨杰,3,Yang Jie
优势,3,Advantage
我国,3,Our country
增长率,3,growth rate
app,3,APP
凯叔,3,Uncle Kai
朗读,3,Read aloud
工作人员,3,staff member
既有,3,Exist
开启,3,Open
西城,3,West city
读者,3,reader
所控,3,Control
恢弘,2,Magnificent
纵贯,2,Versatile
南北,2,North -south
公里,2,kilometer
犹如,2,Like
汇聚,2,Converge
璀璨,2,Brilliant
色彩,2,color
神秘,2,mystery
内涵,2,Connotation
深刻,2,profound
意识,2,consciousness
场所,2,place
现存,2,Existing
建筑群,2,Buildings
更好,2,better
合力,2,Combine
宣传,2,publicity
申遗,2,Apply for a legacy
春分,2,spring equinox
芒种,2,Pimple
春启,2,Spring enlightenment
正阳,2,Zhengyang
耀染,2,Dye
先农,2,Pioneer
首歌曲,2,First song
一经,2,One by one
问世,2,come out
引起,2,cause
强烈,2,strong
再次,2,again
雄伟,2,majestic
大气,2,Magnificent
文化底蕴,2,Cultural heritage
乐曲,2,Music
张力,2,tension
打破,2,break in
复杂,2,complicated
更为,2,More
咏乐,2,Chant
天地,2,world
广阔,2,broad
耳机,2,earphones
之旅,2,tourism
内需,2,Domestic demand
旨在,2,aim
转化,2,Transform
繁荣,2,Prosperity
规划,2,规划
资源,2,资源
积极,2,积极
隆重推出,2,隆重推出
紫禁城,2,紫禁城
传承,2,传承
延续,2,continue
生动,2,生动
更是,2,even more
借助,2,借助
传播,2,传播
表现形式,2,表现形式
相互,2,相互
价值,2,价值
调整,2,调整
步伐,2,步伐
同步,2,同步
产出,2,产出
后续,2,后续
大雪,2,大雪
节气,2,节气
深耕,2,深耕
贡献力量,2,贡献力量
地标,2,地标
第一届,2,第一届
无限,2,无限
添加,2,添加
答案,2,答案
最终,2,最终
部分,2,部分
特点,2,特点
呼吸声,2,呼吸声
三个,2,三个
听觉,2,听觉
上面,2,上面
音频,2,音频
稳定,2,稳定
加强,2,加强
古今,2,古今
增添,2,增添
气息,2,气息
乐器,2,乐器
自然,2,自然
背景,2,背景
据介绍,2,据介绍
保持,2,保持
灵活,2,灵活
进程,2,进程
辐射,2,辐射
中关村,2,中关村
科技馆,2,科技馆
一块,2,一块
大屏,2,大屏
参观者,2,参观者
目光,2,目光
资产,2,资产
管理中心,2,管理中心
主办,2,主办
五届,2,五届
主题,2,主题
分为,2,分为
清等,2,清等
亮相,2,亮相
声光电,2,声光电
展陈,2,展陈
立体化,2,立体化
先进,2,先进
诠释,2,诠释
中图,2,中图
云创,2,云创
凤凰,2,凤凰
雅昌,2,雅昌
新维,2,新维
高精度,2,高精度
全局,2,全局
光照,2,光照
舞台,2,舞台
提取,2,提取
数据库,2,数据库
新体验,2,新体验
千里,2,千里
江山,2,江山
实时,2,实时
佳作,2,佳作
时期,2,时期
全息,2,全息
偶像,2,偶像
表演,2,表演
三维,2,三维
立体,2,立体
功能,2,功能
光影,2,光影
量子,2,量子
环宇,2,环宇
蓝博,2,蓝博
冠捷,2,冠捷
多元化,2,多元化
前沿,2,前沿
高新技术,2,高新技术
能够,2,能够
各行各业,2,各行各业
得到,2,得到
微距,2,微距
背投,2,背投
每个,2,每个
保证,2,保证
影响,2,影响
诺亦腾,2,诺亦腾
鲸世,2,鲸世
一系列,2,一系列
前来,2,前来
采集,2,采集
处理,2,处理
识别,2,识别
近几年,2,近几年
用于,2,用于
培养,2,培养
关键词,2,关键词
观摩,2,观摩
转化成,2,转化成
全过程,2,全过程
围绕,2,围绕
尖端,2,尖端
要求,2,要求
天津音乐学院,2,天津音乐学院
导师,2,导师
育人,2,育人
最新,2,最新
改革,2,改革
方向,2,方向
构建,2,构建
新形态,2,New form
现有,2,existing
拓展,2,拓展
就业,2,就业
最后,2,最后
之声,2,之声
网易,2,网易
一幅,2,One -piece
一秒钟,2,one second
昨日,2,昨日
李茂,2,李茂
照片,2,photo
抽象画,2,抽象画
国内外,2,At home and abroad
成都市,2,Chengdu
比重,2,proportion
一边,2,One side
研究组,2,研究组
艺术创作,2,艺术创作
依托,2,依托
翻屋,2,翻屋
商用,2,商用
个案,2,Case
实力,2,实力
咪咕,2,Migu
市场主体,2,市场主体
涌现,2,涌现
哪吒,2,哪吒
之魔童,2,Devil
降世,2,Descend
网络文学,2,网络文学
最佳,2,optimal
国字号,2,国字号
相继,2,One after another
出口,2,出口
国内,2,domestic
新区,2,New district
网络,2,network
西南,2,southwest
开设,2,open
转型,2,Transform
拥有,2,have
创意设计,2,创意设计
融资难,2,Financing Difficulties
降低,2,reduce
那段,2,That period
浓园,2,Strong garden
运营,2,operations
发生,2,occur
交流,2,comminicate
申请,2,Apply
拿到,2,Get
信息,2,information
阶段,2,stage
核心,2,core
过去,2,past
话题,2,topic
变成,2,become
创造力,2,creativity
少女,2,Girl
顺利,2,smoothly
荣誉,2,honor
称号,2,title
谈及,2,Talk about
李笛,2,Li Di
告诉,2,Tell
北京青年报,2,Beijing Youth Daily
此前,2,Before
其实,2,actually
学会,2,learn
北青报,2,Beiqing Daily
教会,2,church
迭代,2,Iterate
经典,2,classic
临摹,2,Copy
完全,2,completely
一周,2,A week
顶尖,2,top notch
水准,2,level
标准,2,standard
参与,2,participate
情况,2,Condition
生产,2,Production
舒伯特,2,Schubert
一场,2,One game
科学家,2,the scientist
续写,2,Renew
德国,2,Germany
首演,2,Premiere
效率,2,efficiency
最快,2,Fastest
放在,2,Put in
二度,2,Two degrees
工程,2,project
很多,2,a lot of
节奏,2,Rhythm
辅助,2,Assist
尤其,2,especially
大部分,2,most
看来,2,Seem
照相机,2,camera
形态,2,form
巨头,2,Giant
字节,2,byte
跳动,2,beat
lab,2,lab
声学,2,acoustics
储备,2,reserve
今年,2,今年
各大,2,Major
留在,2,Stay
曲线,2,curve
画板,2,Drawing board
弘扬,2,Promote
反映,2,reflect
上架,2,Put on the shelves
不断涌现,2,keep appearing
生活,2,Life
良好,2,good
全省,2,Province
数量,2,quantity
贡献,2,contribute
音像,2,Audio -visual
协会,2,association
人均,2,per capita
张毅君,2,Zhang Yijun
订阅,2,subscription
来看,2,Look at
ar,2,AR
讲故事,2,tell a story
一半,2,half
概念,2,concept
抢鲜,2,Grab
高度,2,高度
拟人,2,Personification
语气,2,Tone
角色,2,Role
演绎,2,Interpretation
方言,2,dialect
涵盖,2,Cover
云上,2,On the cloud
第个,2,First
阅书中,2,In the book
精选,2,Sophisticated
公布,2,Announce
名单,2,List
市民,2,Citizen
书香,2,Scent of scholarship
精彩,2,精彩
进不了,2,Can not enter
生物,2,biology
捐书,2,Donation
启动,2,start up
爱心,2,Love
书籍,2,books
帮扶,2,help
磅礴,1,Magnificent
襟山,1,Hill
带川,1,Band
千年,1,千年
文明,1,civilization
精华,1,Essence
参天大树,1,Giant trees
这条,1,This
巍巍,1,Towering
壮观,1,壮观
点缀着,1,Embellish
一颗,1,One
明珠,1,Pearl
建筑构造,1,建筑构造
独树一帜,1,Unique
政治,1,politics
思想,1,Thought
农耕,1,Farming
天命,1,Fate
融为一体,1,Integrate
流光溢彩,1,Lit
别具一格,1,Unique
位于,1,lie in
最南端,1,The southernmost tip
始建,1,Build
明永乐,1,Ming Yongle
年间,1,Years
明清,1,Ming and Qing dynasties
两朝,1,Two dynasties
皇帝,1,emperor
祭天,1,Sacrifice
祈谷,1,Pray
祈雨,1,Pray for rain
伦理,1,ethics
等级,1,grade
最高,1,Highest
古人,1,the ancients
人与自然,1,Human and Nature
朴素,1,simple
理解,1,understand
极致,1,Extreme
震撼人心,1,Shocking
反响,1,repercussions
第三首,1,Third
咏乐用,1,Use
世人,1,World
瑰丽,1,瑰丽
值得一提的是,1,It is worth mentioning that
咏乐以,1,Yongle
轻快,1,brisk
活泼,1,Lively
端庄,1,dignified
鲜明对比,1,sharp contrast
反差,1,Contrast
刻板,1,Stereotype
印象,1,impression
浪漫,1,romantic
自由,1,free
庄重,1,solemn
一面,1,one side
群像,1,Group portrait
扩充,1,expansion
世界观,1,Worldview
宏大,1,grand
已至,1,Existing
重温,1,Revisit
江山如画,1,Painting
剑气,1,Sword
如虹,1,Like a rainbow
繁华,1,bustling
故梦,1,Old dream
展望,1,Look forward to
澎湃,1,Surging
不息,1,Disappear
盛世,1,Prosperous age
带上,1,Bring up
纵横,1,Vertical
延伸,1,extend
以下,1,the following
简称,1,Abbreviation
树立,1,Establish
风向标,1,wind vane
打通,1,get through
产业链,1,Industrial chain
上下游,1,Upstream and downstream
出台,1,出台
专项,1,Special
中长期,1,Long -term
激励,1,excitation
鼓励,1,encourage
聚集,1,Gather
激活,1,activation
恢宏,1,Magnificent
著称,1,Name
于世,1,In the world
串联,1,Tandem
一颗颗,1,One by one
星辉般,1,Star
灿烂,1,brilliant
闪耀着,1,Shining
光芒,1,Light
祭祖,1,Ancestor sacrifice
其是,1,actually
祭祖大典,1,Ancestor ceremony
帝王,1,emperor
登基,1,Ascend the throne
出军,1,Go out of the army
征伐,1,Conquer
回师,1,Return teacher
献俘,1,Prisoner
各项,1,Various items
重大,1,major
遵从,1,Obey
祖右社,1,Ancestor
规制,1,Regulation
分列,1,categorize
前侧,1,Front side
增加,1,Increase
前面,1,Front
景深,1,Depth of field
无声,1,silent
血脉,1,Blood
强烈反响,1,Strong response
日立,1,Sunshine
第四,1,fourth
凉生,1,Cooler
不再,1,no longer
静默,1,Silent
伫立,1,Stand up
代代相传,1,Passed down from generation to generation
厚重感,1,Heaviness
现代感,1,Modern sense
现代科技,1,modern technology
典礼,1,ceremony
韶乐,1,Shao Le
灵感,1,inspiration
呼应,1,echo
音符,1,Note
扣人心悬,1,Fascinating
余音,1,Surplus
不绝,1,Endless
充分利用,1,Take advantage of
涉及,1,Involve
意象,1,Image
设定,1,set up
韵脚,1,Rhyme
段落,1,paragraph
属性,1,Attributes
词格,1,Word
参数,1,parameter
创作者,1,creator
挑选,1,Choose
余下,1,Rest
原产,1,Native production
完善,1,Complete
灵活运用,1,Flexible use
联动,1,Link
合作项目,1,Cooperation projects
陆续,1,One after another
签约,1,Sign a contract
组建,1,Set up
重点项目,1,Key projects
评审,1,Judge
专家库,1,Expert library
支撑,1,support
积累,1,积累
动态,1,dynamic
更新,1,renew
比作,1,Comparison
一曲,1,One song
永定门,1,Yongdingmen
天桥,1,天桥
便是,1,That
序幕,1,prelude
高潮,1,climax
跌宕起伏,1,Ups and downs
浓墨重彩,1,Ink
一笔,1,One stroke
接地,1,Ground
气聚,1,Gathe
人气,1,Popularity
灵气,1,Aura
焕发,1,Rejuvenate
生机,1,vitality
内核,1,Core
传递,1,传递
独有,1,Unique
态度,1,manner
精神,1,Spirit
第三代,1,Third Generation
连续,1,continuous
标记,1,mark
质感,1,Texture
顺滑,1,Smooth
补充,1,Replenish
样本,1,sample
转音,1,Transfer
标注,1,Mark
准确率,1,准确率
解除,1,Dismiss
气音,1,Ingenuity
静音,1,静音
程度,1,degree
贴近,1,Close
品质,1,quality
联系,1,connect
显出,1,Show
佳期,1,wedding day
如梦,1,Dream
花好月圆,1,Spend a good moonlight
温柔,1,gentle
沉静,1,沉静
人文,1,Humanistic
浪漫情怀,1,Romantic
糅合,1,Blend
这首,1,This one
文化背景,1,cultural background
海报设计,1,海报设计
主体,1,main body
万春亭,1,Wanchun Pavilion
匠心,1,Ingenious
圆月,1,Full moon
秋枫,1,Autumn maple
牡丹,1,peony
明艳,1,Bright
之美相,1,Beautiful phase
融入,1,assimilate into
祈福,1,Pray
之意,1,Implication
孔明灯,1,Kong Ming lantern
点缀,1,点缀
力图,1,Strive
营造,1,Build
现代化,1,modernization
梆笛,1,梆笛
何为,1,for what
交融,1,blend
切入点,1,切入点
有机,1,有机
重获,1,重获
第首,1,First
贯穿,1,贯穿
全年,1,全年
百场,1,Hundred games
效应,1,effect
潜力,1,potential
供给,1,supply
以此,1,In this way
活跃,1,active
品质音乐,1,Quality music
名片,1,business card
五彩斑斓,1,五彩斑斓
过来,1,come over
之美为,1,之美为
arvrk,1,ArvRK
集合,1,gather
中华世纪坛,1,Century Altar
艺术馆,1,Art gallery
单位,1,单位
建模,1,建模
由新维,1,From Xinwei
微痕,1,Micro -trace
遗存,1,Relic
复原,1,复原
保护,1,保护
修复,1,repair
准确,1,准确
参考,1,参考
轻触,1,Touch
饰纹,1,饰纹
清晰度,1,清晰度
有效,1,有效
中艺,1,Chinese art
汇集,1,collection
艺术品,1,艺术品
八大,1,Eight major
主题性,1,主题性
知识性,1,知识性
欣赏性,1,欣赏性
脉络,1,脉络
元明清,1,Yuan Ming and Qing dynasties
瓷器,1,瓷器
贸易,1,贸易
青铜,1,青铜
百科,1,百科
参加,1,参加
国家队,1,国家队
华山,1,华山
云海,1,云海
刘慈欣,1,刘慈欣
流浪,1,流浪
地球,1,地球
分层,1,分层
渲染,1,渲染
千古,1,千古
上动,1,上动
北宋,1,北宋
青绿,1,青绿
山水,1,山水
跃然,1,跃然
眼前,1,眼前
感染,1,感染
放大,1,放大
鱼果,1,鱼果
有限责任,1,有限责任
重磅,1,重磅
歌舞,1,歌舞
散发,1,散发
主角,1,主角
星海,1,星海
发音,1,发音
原理,1,原理
配合,1,配合
自动化,1,自动化
控制技术,1,控制技术
老牌,1,老牌
积极探索,1,积极探索
灵动,1,灵动
一家,1,一家
创始,1,创始
清华大学,1,清华大学
组成,1,组成
专业知识,1,专业知识
普通人,1,普通人
轻松,1,轻松
个性化,1,个性化
高效,1,高效
一片,1,一片
带领,1,带领
观展者,1,观展者
新天地,1,新天地
入口处,1,入口处
震撼,1,震撼
突破,1,突破
平面,1,平面
图像,1,图像
给人以,1,给人以
冲击,1,冲击
感染力,1,感染力
知名,1,知名
显示器,1,显示器
液晶电视,1,液晶电视
制造商,1,制造商
近年,1,近年
发力,1,发力
智能化,1,智能化
触摸屏,1,触摸屏
品鉴,1,品鉴
拼接,1,拼接
深处,1,深处
三面,1,三面
映入眼帘,1,映入眼帘
区域,1,区域
成像,1,成像
像素,1,像素
距离,1,距离
小于,1,小于
cm,1,cm
投出,1,投出
光线,1,光线
均匀,1,均匀
柔和,1,柔和
视效,1,视效
适合,1,适合
长时间,1,长时间
观看,1,观看
取得,1,取得
三十余,1,三十余
发明专利,1,发明专利
一词,1,一词
潜移默化,1,潜移默化
尤为,1,尤为
悉见,1,悉见
延迟,1,延迟
人体,1,人体
适用,1,适用
特效,1,特效
认可,1,认可
探究,1,探究
人机交互,1,人机交互
接口技术,1,接口技术
获取,1,获取
脑电波,1,脑电波
信号,1,信号
人脑,1,人脑
智能家居,1,智能家居
使用者,1,使用者
佩戴,1,佩戴
穿戴,1,穿戴
挑战,1,挑战
定力,1,定力
大师,1,大师
念动,1,念动
拼字,1,拼字
梵高,1,梵高
思绪,1,思绪
注意力,1,注意力
零散,1,零散
成型,1,成型
交互技术,1,交互技术
所得,1,所得
科技股份,1,科技股份
工业化,1,工业化
转换,1,转换
第二十四届,1,第二十四届
科技产业,1,科技产业
博览会,1,博览会
热议,1,热议
载体,1,载体
调用,1,调用
单元,1,单元
富有诗意,1,富有诗意
焕新,1,Renewal
人机,1,人机
触控,1,触控
市文资,1,市文资
落实,1,落实
促进,1,促进
样板,1,样板
标杆,1,标杆
组织,1,组织
等家,1,等家
arvrgk,1,arvrgk
充分体现,1,充分体现
观赏性,1,观赏性
互动性,1,互动性
体验性,1,Experience
人民网,1,People's Daily Online
日电,1,Dynamic
勤坊,1,Diligently
众创,1,Crowd
创业项目,1,Venture Project
实验,1,experiment
乐团,1,Band
上海,1,Shanghai
软银,1,Soft silver
青燕,1,青燕
创办,1,Start
电子乐器,1,Electronic instrument
开拓,1,open up
教师,1,teacher
朱经白,1,Zhu Jingbai
深化,1,deepen
产教,1,Maternity education
产学,1,Property
人才培养,1,talent development
希望,1,hope
校企,1,School -enterprise
办学,1,Run a school
把握,1,grasp
新一代,1,新一代
市场需求,1,Market demand
导向,1,guide
跨界,1,跨界
共创,1,Co -creation
分享,1,share
深入开展,1,Deepen
多样化,1,diversification
实践,1,practice
艺术类,1,Art
大学生,1,大学生
听众,1,audience
同频,1,Same frequency
共振,1,Resonance
旅以,1,Travel
线索,1,clue
百年,1,century
遥相呼应,1,Echo
动情,1,Emotional
rb,1,Japan
时尚,1,Fashion
感中,1,Feel
烘托渲染,1,Rendering
现代文明,1,Modern Civilization
古老,1,ancient
标志,1,Signs
本年度,1,this year
暂时,1,temporary
告一段落,1,Come to an end
传媒,1,传媒
抽象,1,abstract
油画,1,油画
多长时间,1,for how long
小时,1,Hour
一分钟,1,One minute
一台,1,One
笔记本电脑,1,laptop
调出,1,Call out
一张,1,One
秋日,1,Autumn day
红叶,1,红叶
轻点,1,lighter
鼠标,1,mouse
不到,1,Not
电脑,1,computer
色调,1,色调
暗红色,1,dark red
调以,1,Adjust
方形,1,Square
图案,1,pattern
极小,1,Very small
大城市,1,Big city
加码,1,Add
抢占,1,seize
高地,1,Highland
例外,1,exception
开年以来,1,Since the beginning of the year
十四五,1,Fourteenth and fifth
出炉,1,Out
硅谷,1,Silicon Valley
开工,1,start
从市,1,从市
文广,1,Cultural and broad
旅局,1,Brigade
获悉,1,Learn
我市,1,Our city
力争,1,Strive
增加值,1,Value Added
gdp,1,GDP
居民,1,resident
文化娱乐,1,Cultural entertainment
支出,1,expenditure
彰显,1,Show
践行,1,Practice
理念,1,idea
公园,1,公园
示范区,1,Demonstration Area
旅游,1,travel
新格局,1,New pattern
迭出,1,Come out
开学,1,开学
手上,1,Hand
演示,1,Demonstrate
解释,1,explain
学院院长,1,Dean
建成,1,建成
计算机技术,1,computer technology
中国画,1,中国画
工笔,1,Work pen
写意,1,Freehand
交易,1,trade
分发,1,distribution
发行,1,issued
维权,1,Rights protection
开年,1,Starting the year
大批量,1,大批量
个人,1,personal
软硬件,1,software and hardware
素质教育,1,Quality education
创客,1,创客
教室,1,classroom
师生,1,师生
不凡,1,Extraordinary
频出,1,Frequently
综合,1,comprehensive
跻身,1,Enters
前列,1,前列
电竞,1,Gaming
名列前茅,1,Among the best
这为,1,This is
奠定,1,奠定
良好基础,1,Good foundation
据统计,1,According to the statistics
各类,1,Various types
多家,1,Multiple
年产值,1,年产值
百余家,1,More than a hundred
可可豆,1,Cocoa beans
动画,1,动画
川大,1,川大
智胜,1,outwit
飞翔,1,飞翔
本土,1,Homeland
引进,1,Introduce
今日,1,today
头条,1,Headline
墨境,1,Ink
天合,1,Heavenly
数字图像,1,digital image
阿里巴巴,1,Alibaba
领军,1,领军
王者,1,King
荣耀,1,glory
现象,1,Phenomenon
银河帝国,1,银河帝国
流水,1,流水
千万,1,Tens of millions
尘埃落定,1,Dust
康定,1,Kangding
情歌,1,love song
偷心,1,偷心
演艺,1,Performing arts
斗破,1,Fight
苍穹,1,Vast
医圣,1,Medical sanctification
爱情故事,1,love story
蜀国,1,Shu
密码,1,密码
狂揽,1,Take up
