word,freq,english_word
方法,50,method
相应,50,corresponding
算力,50,Computing power
联合,50,united
认知,50,cognition
似乎,49,seem
历史,49,history
增加,49,increase
实践,49,practice
建立,49,establish
必须,49,Have to
感受,49,feel
提到,49,mention
现场,49,scene
真实,49,authentic
财报,49,Earnings
路径,49,path
转型,49,transformation
做出,48,make
助力,48,Power
协会,48,association
发挥,48,exert
变得,48,Become
只能,48,Only
意义,48,significance
成功,48,succeed
知名,48,famous
设备,48,equipment
采用,48,adopt
首个,48,First
传播,47,disseminate
冲击,47,impact
实验室,47,laboratory
歌声,47,Song
歌迷,47,Fans
程序,47,procedure
角度,47,angle
诸多,47,Many
首歌,47,songs
变成,46,become
吸引,46,attract
品牌,46,brand
围绕,46,enclose
实体,46,entity
年月日,46,date
接受,46,accept
提取,46,extract
框架,46,frame
绘图,46,drawing
营销,46,marketing
速度,46,velocity
spotify,45,spotify
stable,45,stable
一系列,45,Series
乐队,45,band
作曲,45,composition
健康,45,healthy
原因,45,cause
在线,45,online
实时,45,real time
已有,45,Already has
当前,45,current
担心,45,worry
更是,45,Even more
未经,45,Without
治理,45,govern
负责,45,charge
一起,44,together
人工,44,artificial
今天,44,Today
作用,44,function
厂商,44,Manufacturers
变革,44,change
名为,44,Named
学校,44,school
实施,44,implement
意味着,44,imply
环节,44,tache
继续,44,Go on
趋势,44,trend
迭代,44,iterate
难以,44,Can't
首席,44,chief
diffusion,43,diffusion
交互,43,in turn
人员,43,personnel
最新,43,Latest
制造,43,fabricate
定制,43,customize
实际上,43,As a matter of fact
实验,43,experiment
强大,43,powerful
推荐,43,recommend
特点,43,peculiarity
相比,43,compared with
移动,43,move
第一个,43,The first
答案,43,answer
网站,43,site
角色,43,role
造成,43,cause
app,42,app
luya,42,luya
万维,42,World Wide
个性化,42,personalize
以假乱真,42,Confuse the real with the fake
共同,42,common
容易,42,easy
广泛,42,extensive
引起,42,arouse
当下,42,Present
故事,42,tale
有效,42,effective
期待,42,expect
每个,42,each
确实,42,truly
积极,42,aggressive
表现,42,manifestation
解决方案,42,solution
论文,42,thesis
评论,42,comments
迅速,42,swift
运用,42,wield
重点,42,focus
长期,42,long-term
ceo,41,ceo
一点,41,a little
三个,41,Three
全新,41,brand new
关键,41,The essential
回应,41,Response
复制,41,copy
大厂,41,Big factory
展示,41,show
巨头,41,magnate
思考,41,ponder
找到,41,Found it
指出,41,pointed
掌握,41,master
推进,41,push forward
数量,41,quantity
本质,41,essence
科学,41,science
组织,41,organization
论坛,41,forum
丰富,40,abundant
借助,40,Use
全面,40,comprehensive
最高,40,highest
制作者,40,producer
办法,40,way
处于,40,In
客服,40,Customer
当时,40,then
很大,40,It's huge
想象,40,imagine
满足,40,satisfy
版本,40,version
相似,40,similar
符合,40,accord with
自主,40,autonomic
自然,40,nature
自然语言,40,natural language
meta,39,meta
以前,39,before
分析师,39,analyst
分钟,39,minute
取得,39,acquire
合理,39,plausible
听到,39,hearing
多种,39,multiple
属性,39,attribute
录制,39,Recording
艺人,39,player
解释,39,interpretation
许可,39,permission
足够,39,enough
进步,39,progressive
高度,39,height
一款,38,a
下降,38,decline
事情,38,thing
众多,38,numerous
做到,38,Do
关系,38,relationship
加入,38,join
大部分,38,most
岗位,38,Post
情绪,38,sentiment
描述,38,description
文心,38,Wenxin
朋友,38,Friend
每天,38,Every day
爆火,38,Explosion
百万,38,million
监管,38,Supervision
著作权人,38,Copyright Owner
观点,38,point of view
诞生,38,birth
负责人,38,Head
近期,38,Recent
drake,37,drake
万元,37,"10,000 yuan"
上海,37,Shanghai
仍然,37,remains
冷门,37,Popular
出圈,37,Out of the circle
分享,37,share
呈现,37,present
唱腔,37,aria
国外,37,abroad
声明,37,statement
大型,37,large
官方,37,official
工业,37,industry
提示,37,prompt
民法典,37,Civil Code
水平,37,level
版权保护,37,Copyright Protection
现有,37,existing
科学家,37,scientist
线上,37,online
职业,37,occupation
背景,37,background
获取,37,fetch
表演者,37,Performers
面向,37,face
高效,37,highly efficient
一家,36,A
事实上,36,In fact
保持,36,keep
协作,36,collaboration
单曲,36,single
听歌,36,Listen to songs
对此,36,on this
广告,36,ad
很难,36,Hard
态度,36,attitude
探讨,36,investigate
普通人,36,everyman
消息,36,message
深入,36,thorough
演出,36,perform
生命,36,life
给出,36,Given
账号,36,Account
一天,35,One day
中文,35,Chinese
乐迷,35,Fans
以下,35,hereinafter
伴奏,35,accompaniment
允许,35,allow
写作,35,writing
几个,35,several
各类,35,Various
后期,35,anaphase
后来,35,afterward
形象,35,image
摩登,35,modern
方案,35,scheme
标准,35,standard
看来,35,seemingly
真的,35,It's true
禁止,35,forbid
精准,35,Precision
重新,35,anew
体现,34,embodiment
内部,34,interior
北京,34,Beijing
发表,34,publication
图源,34,Image source
征求意见,34,Ask for comments
指令,34,directives
更新,34,update
模态,34,modality
消费,34,consume
玩家,34,gamer
研究院,34,research institute
表演,34,performance
近年来,34,Recently
上传,33,upload
不要,33,No
像是,33,Like
全国,33,nationwide
天空,33,sky
小微,33,Tiny micro
小说,33,novel
工程师,33,engineer
广东,33,Guangdong
开发者,33,Developers
打开,33,Open it
曾经,33,once
权益,33,Rights
生物,33,creature
目的,33,objective
结构,33,structure
身份,33,identity
预计,33,estimate
首次,33,first
一句,32,A sentence
为例,32,For example
几年,32,Years
包含,32,contain
各大,32,Major
唱歌曲,32,Sing songs
大众,32,Volkswagen
大湾,32,Grand Bay
失业,32,unemployment
思想,32,thought
感觉,32,feel
有趣,32,interesting
测试,32,Test
涉嫌,32,Suspected
清晰,32,clarity
特定,32,specific
状态,32,state
相信,32,believe
评价,32,appraise
词曲,32,Lyrics and songs
转载,32,transshipment
销售,32,sale
一项,31,one
享有,31,enjoy
公布,31,unveil
初创,31,Startup
制品,31,goods
动画,31,animation
十年,31,decade
发如雪,31,Hair like snow
发行,31,issuance
完整,31,complete
成员,31,member
担忧,31,concern
招聘,31,recruit
整体,31,overall
文件,31,file
旋律,31,melody
早期,31,early
检测,31,detect
灵感,31,inspiration
电子,31,electron
考虑,31,consider
肯定,31,Sure
至少,31,At least
评估,31,assess
轻松,31,relaxed
这项,31,item
逻辑,31,logic
ip,30,ip
music,30,music
业内,30,Industry
举办,30,Held
之外,30,outside
依然,30,still
依赖,30,depend
值得,30,worth
分身,30,Doppelganger
参数,30,parameter
听众,30,audience
唯一,30,sole
对象,30,object
建模,30,Modeling
很快,30,soon
成长,30,grow
截图,30,Screenshot
执行,30,execute
据悉,30,It is reported
接近,30,approach
视听,30,audiovisual
细节,30,detail
编曲,30,Arrangement
芯片,30,chip
说唱,30,rap
走向,30,trend
采访,30,interview
asoul,29,asoul
不再,29,No longer
主播,29,anchor
主流,29,mainstream
优质,29,quality
供给,29,supply
侵害,29,infraction
促进,29,facilitate
创建,29,create
加上,29,plus
努力,29,Step up your game
区分,29,distinguish
坚持,29,Hang on
多年,29,Years
学院,29,academy
应对,29,Cope
应当,29,should
引入,29,induct
形态,29,morphology
影视,29,Film
总结,29,summary
所谓,29,so-called
接下来,29,Next
控制,29,control
操作,29,operate
支撑,29,prop up
显著,29,Significant
毕竟,29,After all
画作,29,Paintings
神经网络,29,Neural networks
累计,29,Cumulative
经验,29,experience
覆盖,29,cover
输出,29,output
透露,29,reveal
道德,29,morality
限制,29,limit
一年,28,year
一段,28,A
之下,28,under
事务所,28,office
云商,28,Cloud business
价格,28,Price
利益,28,benefit
到来,28,arrival
培训,28,training
大多数,28,majority
威胁,28,threat
字节,28,byte
尤其,28,especially
强调,28,emphasize
往往,28,frequently
挖掘,28,excavate
收集,28,gather
有限,28,limited
梁平,28,Liang Ping
活跃,28,active
海外,28,overseas
火山,28,volcano
率先,28,First
理念,28,idea
生产力,28,productivity
电话,28,Phone
社区,28,community
链接,28,link
一边,27,side
上市,27,Listed
专门,27,specialized
东南亚,27,Southeast Asia
仅仅,27,just
克隆,27,clone
凡事,27,everything
出道,27,debut
创造力,27,creativity
力量,27,strength
加速,27,hasten
区别,27,distinguish
合伙人,27,copartner
员工,27,employee
大规模,27,massive
完美,27,Perfect
将会,27,Yes
开展,27,Carry out
手机,27,cell phone
春晚,27,Gala
架构,27,Architecture
标识,27,logotype
演绎,27,illation
火爆,27,Hot
照片,27,Photo
疫情,27,epidemic situation
稳定,27,stable
美学,27,aesthetics
聚焦,27,focus
诉讼,27,lawsuit
还会,27,Yes
重视,27,set store by
高级,27,Senior
akww,26,akww
github,26,github
mv,26,mv
业界,26,Industry
交流,26,Communication
人脸,26,Faces
伴随,26,chaperonage
作业,26,homework
侵权行为,26,tort
出海,26,Sea
判断,26,judgment
动态,26,dynamic
协同,26,cooperate
即可,26,Can
原则,26,principle
反馈,26,feedback
发起,26,launch
回归,26,regression
回答,26,Reply
封面,26,cover
年代,26,age
必然,26,inevitable
手段,26,means
搜索引擎,26,search engine
样本,26,sample
注意,26,note
积累,26,accumulate
自然人,26,natural person
自研,26,Self-developed
观察,26,observe
调整,26,adjust
运行,26,run
集成,26,integration
一部分,25,part
三大,25,Big three
人士,25,personage
代替,25,In lieu of
关键词,25,keyword
典型,25,typical
分类,25,classify
动力,25,impetus
发布者,25,Publisher
唱片业,25,Record industry
完善,25,refine
定义,25,definition
对抗,25,antagonism
尚未,25,not yet
工程,25,engineering
左右,25,around
底层,25,underlying
影响力,25,Influence
意识,25,conscious
携手,25,Hand
政策,25,policy
智能化,25,Intelligent
曲风,25,Styles
汽车,25,Car
热门,25,Hot
确定,25,Are you sure
纷纷,25,one after another
经典,25,classic
维度,25,dimension
营收,25,Revenue
融入,25,Into
解说,25,explanation
资金,25,fund
走进,25,Into
进化,25,evolve
问答,25,interlocution
tiktok,24,tiktok
一名,24,A
不了,24,No
专属,24,Exclusive
从业者,24,Practitioners
体系,24,system
依托,24,Relying on
全网,24,The whole network
再次,24,again
决定,24,decision
前沿,24,frontier
即将,24,Soon
原始,24,raw
合法,24,legitimate
失去,24,lose
孩子,24,child
强化,24,aggrandizement
微信,24,Wechat
拓展,24,expand
是因为,24,It's because
普通,24,ordinary
标注,24,Marking
永远,24,forever
混淆,24,confuse
潜力,24,potential
热度,24,heat
相较,24,comparatively
视为,24,As
站上,24,Stand on
第一,24,first
第二季度,24,Q2
精神,24,spirit
经历,24,experienced
要素,24,element
语义,24,semanteme
财经,24,Financial
费用,24,expenses
赋予,24,endow
迎来,24,usher
追求,24,pursue
面前,24,Front
驾驭,24,Control
anthropic,23,anthropic
sovitssvc,23,sovitssvc
万美元,23,"$10,000 "
中国移动,23,Mobile
习惯,23,habit
免费,23,gratis
准备,23,Get ready
删除,23,Delete
十分,23,very
参考,23,reference
头部,23,head
始终,23,always
存梦,23,Dream dreams
实际,23,actual
展开,23,unfold
归属,23,ascription
微博,23,Weibo
感情,23,affection
愿意,23,willing
报酬,23,remuneration
接触,23,contact
教授,23,professor
整合,23,conformity
是不是,23,Isn't it
普惠,23,Inclusive
机制,23,mechanism
极大,23,maximum
海量,23,magnanimity
湾区,23,Bay Area
澎湃,23,surging
爆发,23,erupt
申请,23,application
电商,23,E-commerce
视角,23,visual angle
类型,23,type
经营,23,business
翻译,23,Translation
行动,23,Let's go
设置,23,Set up
说明,23,illustrate
贡献,23,contribute
跳动,23,Beating
这位,23,The
迷笛,23,Midi
适应,23,adapt
重大,23,important
革命,23,revolution
音乐家,23,musician
altman,22,altman
deepmusic,22,deepmusic
google,22,google
heart,22,heart
sovits,22,sovits
一篇,22,article
一首歌,22,A song
下滑,22,decline
不到,22,No
不用,22,No
业内人士,22,Insiders
事物,22,thing
产出,22,output
人脸识别,22,Face recognition
以后,22,later
准确,22,accurate
减少,22,decrease
加强,22,strengthen
加持,22,Blessings
北京市,22,Beijing
原理,22,principle
咬字,22,Articulation
国内外,22,At home and abroad
培养,22,cultivate
增强,22,intensifier
复刻,22,Fork
姓名,22,name
当年,22,back then
想法,22,idea
技能,22,skill
新专辑,22,New album
普及,22,spread
有点,22,somewhat
有着,22,Has
机遇,22,Opportunity
浪潮,22,tidal wave
渠道,22,channel
点击,22,click
现象,22,phenomenon
粤语,22,Cantonese
绿色,22,green
群体,22,colony
联系,22,contact
订阅,22,subscribe
认定,22,cognizance
认识,22,know
进展,22,progress
逼真,22,realistic
部门,22,department
采集,22,gather
里面,22,inside
一下,21,one time
一条,21,one
万兴,21,Wondershare
万次,21,"10,000 times"
以此,21,In this way
优秀,21,outstanding
会员,21,member
作词,21,lyricist
保留,21,retain
元素,21,element
充满,21,full
最初,21,initially
最好,21,best
创造性,21,creativity
副总裁,21,Vice President
办公室,21,office
危机,21,crisis
垂直,21,vertical
大多,21,mostly
大脑,21,cerebrum
好像,21,It seems like
庞大,21,huge
开启,21,Open
感到,21,feel
无疑,21,Undoubtedly
更大,21,Larger
有所,21,somewhat
消失,21,disappear
爱人,21,wife
疯狂,21,crazy
签约,21,Agency
级别,21,level
自我,21,self
自由,21,freely
舞台,21,stage
苹果,21,apple
营业,21,Business
表情,21,expression
课堂,21,classroom
调研,21,Research
超出,21,go beyond
达成,21,Reached
还原,21,restore
这场,21,This one
这类,21,This kind
连续,21,coiled
通信,21,correspondence
采取,21,adopt
金融服务,21,Financial services
难度,21,difficulty
颠覆,21,subversion
验证,21,verify
boomy,20,boomy
sleeve,20,sleeve
一份,20,One copy
一步,20,one-step
下载,20,Download
不可,20,cannot
不够,20,inadequate
也许,20,Maybe
事件,20,event
令人,20,Is
以往,20,in the past
最早,20,earliest
出门,20,Out
分为,20,Divided into
前提,20,precondition
变现,20,Monetization
困难,20,difficulty
地方,20,place
基础设施,20,infrastructure
定位,20,positioning
并未,20,Not
思维,20,thinking
思路,20,Ideas
扩大,20,enlarge
搭建,20,build
数藏,20,Digital Collection
更为,20,More
本文,20,this paper
查勘,20,survey
激发,20,excite
热潮,20,upsurge
爱好者,20,enthusiast
特殊,20,special
特色,20,characteristic
画师,20,Artist
系列,20,series
细分,20,subdivision
致力于,20,To
艺术创作,20,Artistic creation
节目,20,program
英国,20,United Kingdom
藏品,20,Collection
规划,20,planning
认可,20,approval
词曲作者,20,Songwriter
运动,20,motion
道路,20,road
防止,20,prevent
降本增效,20,Reduce costs and increase efficiency
高端,20,High
demo,19,demo
nlp,19,nlp
一周,19,week
一批,19,batch
一键,19,One click
万亿元,19,trillion yuan
不错,19,Not bad
之中,19,among them
乐器,19,musical instrument
事实,19,fact
云信,19,Yunxin
人力,19,manpower
人机交互,19,Interactive
人物,19,figure
位置,19,location
依旧,19,Still
充分,19,sufficiency
制定,19,formulate
北京大学,19,Peking university
同意,19,agree
声学,19,acoustics
多元,19,multivariant
多项,19,Multiple items
展现,19,Show
延伸,19,extend
建议,19,suggestion
引导,19,steer
拥抱,19,embrace
方便,19,convenient
日常,19,daily
曲目,19,track
替换,19,replacement
正当竞争,19,Fair Competition
法律法规,19,Laws and Regulations
清楚,19,clear
生产方式,19,mode of production
电脑,19,Computer
硬件,19,hardware
确保,19,ensure
粤港澳,19,"Guangdong, Hong Kong and Macao"
组合,19,combination
编程,19,programming
缺乏,19,lack
网上,19,online
超级,19,super
通常,19,usually
邀请,19,invite
邓丽君,19,Teresa
配乐,19,Soundtrack
重复,19,repeat
阅读,19,Read
院长,19,dean
陷入,19,sink into
顶流,19,Top stream
deepfake,18,deepfake
一站式,18,All in one place
上述,18,aforementioned
不同于,18,It's different
世纪,18,century
中华人民共和国,18,People's Republic of China
二次元,18,Two-dimensional
任意,18,arbitrarily
使用者,18,user
例子,18,example
依靠,18,rely upon
保证,18,guarantee
做好,18,Do
先进,18,Advanced
公社,18,commune
助手,18,aides
原本,18,originally
地位,18,status
地球,18,earth
大幅,18,substantially
天工,18,Heavenly workmanship
天津,18,Tianjin
学会,18,academy
已然,18,Has
年底,18,End
年薪,18,annual salary
影像,18,image
性能,18,performance
想到,18,occur
承担,18,Bear
收益,18,earnings
数据库,18,database
时刻,18,moment
显然,18,apparently
月份,18,month
有望,18,Could
李彦宏,18,Li
板块,18,plate
标记,18,mark
注册,18,enroll
涌现,18,Emerging
潜在,18,latent
王慧文,18,Wang Huiwen
理论,18,theory
画面,18,Picture
相当,18,fairly
看法,18,opinion
离不开,18,Inseparable from
称为,18,Called
究竟,18,result
策划,18,mastermind
策略,18,tactics
评测,18,Evaluation
调教,18,Train
载体,18,carrier
集中,18,concentrated
青春,18,youth
领先,18,Leading
gpu,17,gpu
midjourney,17,midjourney
prompt,17,prompt
weeknd,17,weeknd
youtube,17,youtube
不足,17,insufficient
个人信息,17,Personal Information
为主,17,Mainly
主任,17,director
二次,17,quadratic
从事,17,In
会议,17,meeting
便是,17,Is
信息化,17,Informatization
出台,17,introduced
刘恕,17,Liu Shu
劳动,17,labor
可能性,17,possibility
合规,17,compliance
名字,17,name
启动,17,initiate
咨询,17,consultation
基因,17,gene
大学,17,university
大概,17,Probably
姓名权,17,Right to name
宝虹,17,Baohong
导演,17,director
乡村,17,rustic
序列,17,sequence
应急,17,Emergency
必要,17,necessary
意见,17,opinion
技术创新,17,Technological innovation
提前,17,In advance
插件,17,Plug-ins
插画,17,illustration
教我如何,17,Teach me how
时期,17,period
时长,17,Duration
曲谱,17,Music
欢迎,17,Welcome
欺诈,17,fraud
正确,17,That's right
沟通,17,communicate
淘汰,17,eliminate
激烈,17,intense
灵活,17,flexible
焦虑,17,anxiety
熟悉,17,familiar
版权法,17,Copyright Law
玩法,17,Play
生产者,17,producer
登上,17,Boarded
短短,17,short
符号,17,symbol
结束,17,Come to an end
统计,17,statistics
编剧,17,screenwriter
网信,17,Internet information
网络安全,17,Cybersecurity
虚假,17,FALSE
说话,17,Speak
距离,17,distance
这件,17,this piece
适合,17,fit
问问,17,Ask
难题,17,puzzle
learning,16,learning
stability,16,stability
transformer,16,transformer
一套,16,A
一季度,16,Q1
一段时间,16,spell
万人,16,"10,000 people"
上海市,16,Shanghai
下架,16,Taken off the shelves
不确定性,16,uncertain
两年,16,Two years
严格,16,strict
主体性,16,Subjectivity
主导,16,Leading
云计算,16,cloud computing
产业链,16,Industrial chain
今日,16,today
估值,16,Valuation
信任,16,trust
信号,16,Signal
修改,16,revise
停止,16,Stop it
入局,16,Incoming
全方位,16,omnidirectional
全民,16,National
刺猬,16,hedgehog
前期,16,prophase
参与者,16,participator
参照,16,Reference
可控,16,Controllable
司法,16,judicature
各行各业,16,From all walks of life
商店,16,store
商用,16,Commercial
在内,16,in
多任务,16,multitasking
审查,16,censor
小样,16,Sample
带动,16,drive
引领,16,Lead
当中,16,in the middle
快乐,16,Happy
恐慌,16,panicky
打破,16,break
扩展,16,extend
技巧,16,skill
抓取,16,crawl
指导,16,guide
措施,16,measure
政府,16,government
教程,16,tutorial
新型,16,new
曲库,16,Song library
机械,16,machine
材料,16,material
每经,16,Every warp
沉浸,16,immerse
没想到,16,Unexpectedly
清华大学,16,Tsinghua University
渗透,16,infiltrate
演示,16,demo
灵魂,16,soul
监督,16,supervise
硅谷,16,Silicon Valley
视野,16,visual field
科技领域,16,Science and technology
立法,16,legislation
竞争力,16,Competitiveness
第一次,16,For the first time
第二,16,second
简称,16,abbreviation
联网,16,networking
英语,16,English
范式,16,Paradigm
草莓,16,Strawberry
袁义,16,Yuan Yi
路线,16,route
转化,16,invert
过于,16,too
适用,16,apply
避免,16,avoid
释放,16,release
隐私,16,privacy
非法,16,illegal
音视频,16,Audio and video
首歌曲,16,songs
bytemuse,15,bytemuse
plus,15,plus
一个月,15,One month
一言,15,In a word
不久前,15,Recently
不受,15,No
不法分子,15,Outlaws
专利,15,patent
专注,15,Focus
业务流程,15,Business processes
中国电信,15,China Telecom
作出,15,devise
便捷,15,Convenient
倡议,15,Initiative
几分钟,15,A few minutes
出发,15,Let's go
分子,15,molecule
前景,15,foreground
